,end_pos,file,line,start_pos,text,Y,Predicted_Values
1235,1097,ML14087A338.txt,144,783,"['based', 'on', 'review', 'of', 'the', 'actions', 'implemented', 'related', 'to', 'the', 'maintenance', 'rule', 'structural', 'program', 'aging', 'management', 'the', 'team', 'concluded', 'the', 'licensee', 'had', 'not', 'completed', 'all', 'actions', 'needed', 'to', 'ensure', 'this', 'aging', 'management', 'program', 'will', 'effectively', 'manage', 'the', 'effects', 'of', 'aging', 'during', 'the', 'period', 'of', 'extended']",O,P
1752,1078,ML12027A131.txt,99,892,"['mitigating', 'systems', 'green', 'violation', 'of', 'cfr', 'appendix', 'criterion', 'and', 'was']",P,O
1763,2784,ML12027A131.txt,99,2497,"['green', 'nrc', 'identified', 'ncv', 'of', 'unit', 'operating', 'license', 'condition', 'and', 'unit', 'operating', 'license', 'condition', 'for', 'failure', 'to', 'implement', 'and', 'maintain', 'in', 'effect', 'all', 'provisions', 'of', 'the', 'approved', 'fire', 'protection', 'program', 'as', 'described', 'in', 'the', 'fsar', 'for', 'the']",O,P
1934,1232,ML12027A131.txt,162,1162,"['operators', 'quickly', 'determined', 'that', 'step', 'had', 'not', 'been']",H,P
2495,1403,ML11244A041.txt,29,1292,"['the', 'inspection', 'did', 'identify', 'weaknesses', 'in', 'the', 'plant', 'programs', 'for', 'trending', 'and', 'repetitious']",O,O
2543,3393,ML11244A041.txt,43,3213,"['during', 'system', 'walkdown', 'with', 'licensee', 'the', 'drain', 'was', 'found', 'clogged', 'and', 'the', 'inspectors', 'noted', 'the', 'individual', 'had', 'not', 'planned', 'to', 'enter', 'the', 'issue', 'into', 'the', 'cap', 'enclosure']",T,O
2547,594,ML11244A041.txt,45,322,"['procedure', 'coding', 'and', 'was', 'used', 'for', 'human', 'performance', 'trends', 'and', 'defined', 'potential', 'trend', 'as', 'change', 'in', 'frequency', 'of', 'occurrence', 'of', 'given', 'parameter', 'or', 'change', 'in', 'the', 'level', 'of', 'performance', 'of', 'particular', 'or']",O,P
2605,373,ML11244A041.txt,65,306,"['the', 'conduct', 'of', 'reportability', 'evaluations', 'was', 'also', 'found', 'to', 'be']",O,O
2618,2237,ML11244A041.txt,65,2135,"['the', 'inspectors', 'reviewed', 'the', 'cap', 'and', 'noted', 'weaknesses', 'in', 'implementation', 'of', 'interim']",O,O
2634,1524,ML11244A041.txt,67,1346,"['the', 'ar', 'discusses', 'afw', 'pump', 'instrumentation', 'on', 'the', 'main', 'control', 'room', 'board', 'still', 'labeled', 'afw', 'instead', 'of', 'its', 'new', 'system', 'description', 'as', 'the', 'steam', 'generator']",O,O
2650,507,ML11244A041.txt,69,279,"['the', 'inspectors', 'found', 'that', 'additional', 'actions', 'were', 'completed', 'but', 'not', 'documented', 'in', 'the', 'including', 'discussions', 'with', 'rp', 'personnel', 'on', 'use', 'of', 'the', 'isolo', 'and', 'putting', 'new', 'equipment', 'in', 'service', 'to', 'use', 'for', 'the', 'high', 'contamination']",O,P
2677,1316,ML11244A041.txt,71,1089,"['nos', 'assessments', 'and', 'observations', 'were', 'found', 'to', 'be', 'thorough', 'and', 'challenging', 'as', 'evidenced', 'by', 'conclusions', 'and', 'insights', 'related', 'to', 'reviews', 'performed', 'on', 'bechtel', 'work', 'practices', 'and', 'programs', 'discussed', 'in', 'other', 'sections', 'of', 'this']",O,P
3234,2515,ML13182A476.txt,56,2401,"['the', 'team', 'also', 'noted', 'that', 'the', 'phone', 'extensions', 'that', 'were', 'provided', 'would', 'not', 'be', 'helpful', 'in', 'acquiring']",O,P
3235,2740,ML13182A476.txt,56,2515,"['the', 'team', 'determined', 'that', 'the', 'spray', 'pond', 'pump', 'house', 'would', 'be', 'challenging', 'location', 'for', 'fire', 'based', 'on', 'the', 'need', 'for', 'security', 'the', 'distance', 'to', 'the', 'spray', 'pond', 'pump', 'and', 'the', 'elevation', 'to', 'the', 'spray', 'pond', 'pump']",D,O
