,text,line,start_pos,end_pos,file,Y,Predicted_Values
2699,"['the', 'inspectors', 'noted', 'that', 'one', 'of', 'the', 'weaknesses', 'identified', 'in', 'the', 'above', 'assessments', 'was', 'communications', 'around', 'processes', 'and', 'more', 'effectively', 'sharing', 'information', 'with', 'the']",73,1927,2123,ML11244A041.txt,O,O
2856,"['in', 'accordance', 'with', 'the', 'nrc', 'enforcement', 'the', 'violation', 'is', 'listed', 'cfr', 'states', 'in', 'part', 'that', 'where', 'an', 'examination', 'requirement', 'by', 'the', 'code', 'or', 'addenda', 'is', 'determined', 'to', 'be', 'impractical', 'by', 'the', 'licensee', 'and', 'is', 'not', 'included', 'in', 'the', 'revised', 'inservice', 'inspection', 'program', 'as', 'permitted', 'by', 'paragraph', 'of', 'this', 'the', 'basis', 'for', 'this', 'determination', 'must', 'be', 'demonstrated', 'to', 'the', 'satisfaction', 'of', 'the', 'commission', 'not', 'later', 'than', 'months', 'after', 'the', 'expiration', 'of', 'the', 'initial', 'period', 'of', 'operation', 'from', 'start', 'of', 'facility', 'commercial', 'operation', 'and', 'each', 'subsequent', 'period', 'of', 'operation', 'during', 'which', 'the', 'examination', 'is', 'determined', 'to', 'be']",34,125,809,ML072260460.txt,O,O
4212,"['the', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'human', 'performance', 'because', 'pseg', 'personnel', 'did', 'not', 'use', 'human', 'error', 'prevention', 'techniques']",59,832,981,ML072260460.txt,T,T
4230,"['operators', 'did', 'not', 'implement', 'additional', 'log', 'readings', 'for', 'sw', 'hxs', 'as', 'specified', 'by', 'plant', 'procedures', 'during', 'extended', 'periods', 'of', 'high', 'river', 'detritus', 'from', 'march', 'through', 'may', 'of']",61,389,577,ML072260460.txt,T,O
4233,"['pseg', 'did', 'not', 'submit', 'needed', 'relief', 'requests', 'for', 'asme', 'code', 'required', 'inspections', 'for', 'salem', 'unit', 'within', 'months', 'after', 'the', 'end', 'of', 'the', 'second', 'ten', 'year', 'inservice', 'inspection', 'interval', 'and', 'when', 'pseg', 'notified', 'the', 'commission', 'of', 'its', 'determination', 'on', 'march', 'months', 'after', 'the', 'end', 'of', 'isi', 'interval', 'it', 'did', 'not', 'submit', 'the', 'information', 'necessary', 'to', 'support', 'the']",61,749,1129,ML072260460.txt,T,O
4426,"['step', 'inspect', 'oil', 'filter', 'lubricating', 'oil', 'tubing', 'and', 'replace', 'the', 'tubing', 'when', 'was', 'marked', 'as', 'not']",99,1207,1327,ML072260460.txt,T,O
4430,"['the', 'inspectors', 'determined', 'that', 'not', 'inspecting', 'or', 'replacing', 'tubing', 'based', 'on', 'previous', 'similar', 'failures', 'was', 'performance', 'deficiency', 'that', 'caused', 'ten', 'hours', 'of', 'cac', 'unavailability', 'on', 'may']",99,1627,1820,ML072260460.txt,O,O
4442,"['contrary', 'to', 'the', 'pseg', 'personnel', 'did', 'not', 'accomplish', 'the', 'cac', 'maintenance', 'in', 'accordance', 'with', 'prescribed']",101,450,571,ML072260460.txt,T,O
4543,"['operators', 'did', 'not', 'implement', 'additional', 'log', 'readings', 'for', 'sw', 'hxs', 'as', 'specified', 'by', 'plant', 'procedures', 'during', 'extended', 'periods', 'of', 'high', 'river', 'detritus', 'from', 'march', 'through', 'may', 'of']",117,2559,2747,ML072260460.txt,T,O
4748,"['the', 'cause', 'of', 'this', 'event', 'was', 'attributed', 'to', 'the', 'failure', 'of', 'the', 'operating', 'crew', 'to', 'establish', 'clear', 'termination', 'criteria', 'for', 'stopping', 'the', 'cooldown', 'based', 'on', 'low', 'steam', 'generator', 'levels', 'and', 'the', 'lack', 'of', 'clear', 'termination', 'criteria', 'guidance', 'in', 'the', 'procedure', 'for', 'maintaining', 'steam', 'generator', 'levels', 'during']",149,2177,2481,ML072260460.txt,P,O
4787,"['the', 'inspectors', 'determined', 'that', 'the', 'pseg', 'procedure', 'for', 'maintenance', 'conducted', 'on', 'the', 'dmv', 'sight', 'glass', 'was', 'inadequate', 'because', 'pseg', 'did', 'not', 'incorporate', 'appropriate', 'vendor', 'guidance', 'regarding', 'reinstallation', 'and', 'torque', 'requirements', 'for', 'the', 'sight', 'glasses', 'into', 'plant']",153,1033,1301,ML072260460.txt,P,O
5089,"['the', 'chosen', 'sample', 'allowed', 'by', 'was', 'located', 'on', 'dead', 'leg', 'and', 'did', 'not', 'adequately', 'compensate', 'for', 'the', 'inoperable', 'radiation']",31,1172,1316,wat_2000010.txt,O,O
5443,"['based', 'on', 'the', 'lack', 'of', 'understanding', 'of', 'the', 'transient', 'combustible', 'program', 'exhibited', 'by', 'maintenance', 'and', 'other', 'plant', 'the', 'inspectors', 'concluded', 'that', 'the', 'fire', 'watch', 'personnel', 'similarly', 'lacked', 'full', 'understanding', 'of', 'the', 'transient', 'combustible', 'program']",39,1940,2207,ML11300A116.txt,T,O
5518,"['the', 'inspectors', 'determined', 'that', 'the', 'failure', 'to', 'implement', 'the', 'diesel', 'fire', 'pump', 'battery', 'surveillance', 'procedure', 'was', 'contrary', 'to', 'technical', 'specifications', 'and', 'was', 'performance']",55,269,472,ML11300A116.txt,O,O
5520,"['the', 'inspectors', 'determined', 'that', 'the', 'finding', 'was', 'more', 'than', 'minor', 'because', 'the', 'failure', 'to', 'implement', 'the', 'diesel', 'fire', 'pump', 'battery', 'surveillance', 'procedure', 'was', 'associated', 'with', 'the', 'mitigating', 'systems', 'cornerstone', 'attribute', 'of', 'protection', 'against', 'external', 'factors', 'and', 'affected', 'the', 'cornerstone', 'objective', 'of', 'ensuring', 'the', 'availability', 'and', 'reliability', 'of', 'mitigating', 'systems', 'to', 'respond', 'to', 'fire', 'events', 'to', 'prevent', 'undesirable']",55,695,1122,ML11300A116.txt,O,O
5531,"['contrary', 'to', 'the', 'on', 'august', 'the', 'licensee', 'failed', 'to', 'implement', 'procedure', 'des']",55,3064,3162,ML11300A116.txt,O,O
5548,"['failure', 'to', 'ensure', 'operators', 'required', 'for', 'safe', 'shutdown', 'were', 'the', 'inspectors', 'identified', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'and', 'associated', 'ncv', 'of', 'cfr', 'part', 'appendix', 'section', 'for', 'the', 'failure', 'to', 'ensure', 'that', 'operators', 'required', 'for', 'safe', 'shutdown', 'were', 'at', 'all']",59,0,334,ML11300A116.txt,O,O
5635,"['the', 'inspectors', 'noted', 'that', 'the', 'licensee', 'has', 'not', 'completed', 'the', 'analyses', 'and', 'evaluations', 'of', 'the', 'identified']",81,2295,2419,ML11300A116.txt,O,O
5862,"['the', 'existing', 'fire', 'procedure', 'had', 'incorrect', 'guidance', 'which', 'would', 'have', 'needlessly', 'delayed', 'the', 'fire', 'brigade']",42,1323,1450,ML13182A476.txt,P,O
5932,"['the', 'existing', 'fire', 'procedure', 'had', 'incorrect', 'guidance', 'which', 'would', 'have', 'needlessly', 'delayed', 'the', 'fire', 'brigade']",56,621,748,ML13182A476.txt,P,O
6484,"['current', 'plant', 'configuration', 'and', 'drawing', 'foundation', 'sheet', 'do', 'not', 'conform', 'to', 'the', 'design', 'in', 'that', 'there', 'are', 'no', 'openings', 'other', 'than', 'the', 'floor']",31,1482,1676,ML071350662.txt,D,O
6726,"['this', 'failure', 'resulted', 'in', 'storing', 'the', 'train', 'dry', 'cooling', 'tower', 'sump', 'pump', 'near', 'nonseismic', 'equipment', 'which', 'could', 'fall', 'and', 'damage', 'the', 'pump', 'during', 'an']",161,380,567,ML071350662.txt,D,O
