,text,line,start_pos,end_pos,file,Y,Predicted_Values
1392,"['the', 'team', 'concluded', 'that', 'the', 'licensee', 'had', 'not', 'met', 'commitment', 'prior', 'to', 'the', 'period', 'of', 'extended']",170,1550,1669,ML14087A338.txt,P,P
2558,"['based', 'on', 'the', 'above', 'described', 'the', 'inspectors', 'observed', 'that', 'the', 'repetitive', 'issue', 'met', 'the', 'definition', 'of']",45,2518,2640,ML11244A041.txt,O,P
2563,"['many', 'of', 'the', 'ars', 'were', 'closed', 'to', 'action', 'taken', 'without', 'looking', 'into', 'the', 'underlying', 'cause', 'that', 'inspectors', 'concluded', 'represented']",45,3131,3263,ML11244A041.txt,O,P
2605,"['the', 'conduct', 'of', 'reportability', 'evaluations', 'was', 'also', 'found', 'to', 'be']",65,306,373,ML11244A041.txt,P,P
2622,"['neither', 'of', 'these', 'procedures', 'discussed', 'when', 'and', 'who', 'should', 'evaluate', 'and', 'implement', 'interim', 'or', 'compensatory', 'corrective', 'actions', 'and', 'hence', 'they', 'may', 'not', 'be']",67,0,165,ML11244A041.txt,P,T
4360,"['pseg', 'submitted', 'relief', 'requests', 'for', 'incomplete', 'inspections', 'during', 'interval', 'via', 'letter', 'on', 'march', 'class', 'and', 'class']",87,965,1151,ML072260460.txt,O,P
4371,"['failure', 'to', 'file', 'the', 'required', 'relief', 'requests', 'within', 'the', 'required', 'month', 'the', 'failure', 'to', 'respond', 'to', 'requests', 'for', 'additional', 'and', 'the', 'retraction', 'of', 'the', 'relief', 'have', 'impacted', 'the', 'ability', 'to', 'perform', 'its', 'regulatory']",87,2453,2717,ML072260460.txt,O,O
4792,"['the', 'inspectors', 'determined', 'that', 'the', 'finding', 'had', 'aspect', 'in', 'the', 'area', 'of', 'human', 'performance', 'because', 'pseg', 'did', 'not', 'ensure', 'that', 'and', 'up', 'to', 'date', 'design', 'and', 'work', 'packages', 'were', 'available']",153,2124,2370,ML072260460.txt,P,P
5379,"['failure', 'to', 'ensure', 'operators', 'required', 'for', 'safe', 'shutdown', 'were', 'violations', 'violations', 'of', 'very', 'low', 'safety', 'significance', 'or', 'severity', 'level', 'iv', 'that', 'were', 'identified', 'by', 'the', 'licensee', 'have', 'been', 'reviewed', 'by', 'the']",25,2909,3173,ML11300A116.txt,O,P
5448,"['the', 'inspectors', 'determined', 'that', 'the', 'finding', 'was', 'more', 'than', 'minor', 'because', 'the', 'finding', 'was', 'associated', 'with', 'the', 'initiating', 'events', 'cornerstone', 'attribute', 'of', 'protection', 'against', 'external', 'factors', 'and', 'affected', 'the', 'cornerstone', 'objective', 'of', 'limiting', 'the', 'likelihood', 'of', 'those', 'events', 'that', 'upset', 'plant', 'stability', 'and', 'challenge', 'critical', 'safety', 'functions', 'during', 'plant']",39,2913,3279,ML11300A116.txt,O,O
5449,"['the', 'inspectors', 'determined', 'that', 'the', 'transient', 'combustibles', 'in', 'the', 'area', 'of', 'ess', 'division', 'ii', 'cables', 'and', 'dc', 'mcc', 'could', 'potentially', 'affect', 'dc', 'circuits', 'in', 'the', 'event', 'of', 'fire', 'in', 'the']",39,3279,3489,ML11300A116.txt,O,T
5861,"['of', 'the', 'limerick', 'generating', 'station', 'operating', 'in', 'that', 'exelon', 'did', 'not', 'provide', 'adequate', 'procedural', 'guidance', 'for', 'transporting', 'the', 'fire', 'brigade', 'and', 'equipment', 'to', 'the', 'spray', 'pond', 'pump']",42,1128,1323,ML13182A476.txt,P,O
6029,"['the', 'inspectors', 'also', 'verified', 'that', 'this', 'switch', 'was', 'not', 'operated', 'or', 'tested', 'as', 'part', 'of', 'routine', 'breaker']",80,25,137,ML13182A476.txt,T,P
6736,"['the', 'finding', 'was', 'greater', 'than', 'minor', 'because', 'it', 'affected', 'the', 'mitigating', 'systems', 'cornerstone', 'objective', 'control', 'to', 'assure', 'the', 'and', 'capability', 'of', 'systems', 'that', 'respond', 'to', 'initiating', 'events', 'to', 'prevent', 'undesirable']",161,1732,1996,ML071350662.txt,O,O
