,text,line,start_pos,end_pos,file,Y,Predicted_Values
1034,"['the', 'inspectors', 'determined', 'that', 'the', 'failure', 'to', 'accomplish', 'the', 'requirements', 'of', 'procedure', 'revision', 'was', 'performance']",25,1663,1858,ML15313A275.txt,P,P
1182,"['failure', 'to', 'determine', 'compensatory', 'measures', 'the', 'inspectors', 'identified', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'with', 'two', 'and', 'an', 'associated', 'ncv', 'of', 'cfr', 'appendix', 'criterion', 'and', 'for', 'the', 'failure', 'to', 'accomplish', 'the', 'requirements', 'of', 'procedure']",107,0,388,ML15313A275.txt,P,O
1211,"['the', 'inspectors', 'were', 'again', 'concerned', 'that', 'the', 'licensee', 'did', 'not', 'appropriately', 'determine', 'whether', 'compensatory', 'measures', 'were', 'appropriate', 'to', 'maintain', 'or', 'enhance', 'operability', 'until', 'final', 'corrective', 'actions', 'were']",111,1598,1821,ML15313A275.txt,T,O
1226,"['the', 'inspectors', 'determined', 'that', 'the', 'performance', 'characteristic', 'of', 'the', 'finding', 'that', 'was', 'the', 'most', 'significant', 'causal', 'factor', 'for', 'the', 'performance', 'deficiency', 'was', 'associated', 'with', 'the', 'aspect', 'of', 'consistent', 'process', 'in', 'the', 'human', 'performance', 'and', 'involved', 'individuals', 'using', 'systematic', 'approach', 'to', 'make']",119,1524,1871,ML15313A275.txt,T,O
1581,"['the', 'licensee', 'did', 'not', 'implement', 'process', 'of', 'and', 'executing', 'work', 'activities', 'such', 'that', 'nuclear', 'safety', 'was', 'the', 'overriding', 'priority']",40,2997,3175,ML14087A338.txt,O,O
1816,"['the', 'team', 'identified', 'green', 'violation', 'of', 'cfr', 'part', 'appendix', 'criterion', 'and', 'for', 'failure', 'to', 'follow', 'procedures', 'related', 'to', 'review', 'of', 'indications', 'that', 'could', 'affect', 'the', 'structural', 'integrity', 'of', 'the', 'unit', 'reactor']",96,2330,2604,ML14087A338.txt,P,P
1866,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'had', 'not', 'completed', 'their', 'commitment', 'to', 'perform', 'inspection', 'of', 'single', 'reactor', 'coolant', 'pump', 'casing', 'and', 'the', 'licensee', 'had', 'not', 'inspected', 'the', 'pump', 'cover', 'because', 'of', 'the', 'potential', 'for', 'high', 'radiation']",104,1333,1603,ML14087A338.txt,O,O
1881,"['as', 'described', 'in', 'letter', 'to', 'attachment', 'arkansas', 'nuclear', 'unit', 'the', 'team', 'determined', 'that', 'the', 'licensee', 'had', 'not', 'met', 'commitment', 'since', 'the', 'licensee', 'had', 'not', 'inspected', 'the', 'reactor', 'coolant', 'pump']",106,256,481,ML14087A338.txt,O,P
2149,"['or', 'structures', 'as', 'whole', 'for', 'other', 'than', 'the', 'planned']",142,2889,2960,ML14087A338.txt,P,P
2673,"['mitigating', 'systems', 'green', 'violation', 'of', 'cfr', 'appendix', 'criterion', 'and', 'was']",99,892,1078,ML12027A131.txt,P,P
2851,"['the', 'operator', 'became', 'distracted', 'due', 'to', 'conditions', 'in', 'the', 'control', 'room', 'and', 'failed', 'to', 'perform', 'step', 'prior', 'to', 'continuing', 'on', 'in', 'the']",162,637,781,ML12027A131.txt,H,O
3134,"['this', 'procedure', 'only', 'checked', 'that', 'the', 'seals', 'were', 'and', 'did', 'not', 'check', 'that', 'the', 'valves', 'were', 'in', 'the', 'correct']",36,418,554,ML17179A282.txt,P,P
3144,"['the', 'licensee', 'had', 'approved', 'station', 'procedure', 'of', 'operations', 'operator', 'logs', 'and', 'revision', 'for', 'conducting', 'sealed', 'valve', 'audits', 'without', 'including', 'the', 'fundamental', 'direction', 'to', 'ensure', 'that', 'the', 'sealed', 'valves', 'were', 'in', 'the', 'correct', 'position']",36,2543,2831,ML17179A282.txt,P,P
3310,"['the', 'unfinished', 'rce', 'for', 'the', 'isolation', 'of', 'division', 'rhr', 'minimum', 'flow', 'piping', 'concluded', 'that', 'the', 'direct', 'cause', 'of', 'the', 'event', 'was', 'that', 'the', 'first', 'nonlicensed', 'operator', 'performing', 'the', 'clearance', 'restoration', 'on', 'october', 'failed', 'to', 'open', 'the', 'shut', 'valves', 'and', 'prior', 'to', 'applying', 'the', 'sealing', 'devices', 'to', 'the', 'and', 'then', 'the', 'independent', 'verifier', 'failed', 'to', 'identify', 'that', 'the', 'valves', 'were', 'sealed', 'vice', 'sealed']",90,690,1135,ML17179A282.txt,H,P
3390,"['the', 'team', 'reviewed', 'violation', 'for', 'an', 'inadequate', 'procedure', 'discussed', 'in', 'section', 'of', 'this', 'and', 'two', 'additional', 'minor', 'violations', 'for', 'failure', 'to', 'follow', 'site']",122,137,326,ML17179A282.txt,P,O
3393,"['contrary', 'to', 'the', 'these', 'two', 'valves', 'had', 'chain', 'passing', 'through', 'the', 'but', 'the', 'lead', 'wire', 'seal', 'was', 'installed', 'such', 'that', 'it', 'did', 'not', 'prevent', 'operation', 'of', 'the', 'valve', 'without', 'breaking', 'the', 'seal']",122,714,917,ML17179A282.txt,H,O
3397,"['failure', 'to', 'properly', 'seal', 'the', 'valves', 'constituted', 'violation', 'of', 'minor', 'significance', 'that', 'is', 'not', 'subject', 'to', 'enforcement', 'action', 'in', 'accordance', 'with', 'section', 'of', 'the', 'enforcement']",122,1195,1374,ML17179A282.txt,H,P
3469,"['contrary', 'to', 'the', 'from', 'november', 'to', 'february', 'the', 'division', 'rhr', 'system', 'was', 'not', 'restored', 'to', 'an', 'operable', 'status', 'within', 'and', 'the', 'unit', 'was', 'not', 'placed', 'in', 'mode', 'within', 'hours', 'and', 'mode', 'within']",138,1369,1598,ML17179A282.txt,O,P
3473,"['the', 'team', 'reviewed', 'violation', 'of', 'technical', 'specification', 'for', 'the', 'failure', 'to', 'maintain', 'station', 'procedure', 'of', 'operations', 'operator', 'logs', 'and', 'revision', 'for', 'conducting', 'sealed', 'valve']",138,2540,2827,ML17179A282.txt,P,P
3477,"['on', 'october', 'when', 'lifting', 'clearance', 'order', 'during', 'an', 'operations', 'personnel', 'failed', 'to', 'reposition', 'the', 'division', 'rhr', 'minimum', 'flow', 'isolation', 'valves', 'and', 'for', 'rhr', 'pumps', 'and', 'to', 'the', 'open', 'position', 'prior', 'to', 'reinstalling', 'the', 'valve', 'sealing']",138,3102,3377,ML17179A282.txt,T,T
3483,"['this', 'procedure', 'to', 'only', 'check', 'that', 'the', 'seals', 'were', 'installed', 'vice', 'also', 'checking', 'valve', 'unnecessarily', 'extended', 'the', 'length', 'of', 'time', 'that', 'the', 'division', 'rhr', 'system', 'was', 'unknowingly']",142,712,919,ML17179A282.txt,P,P
3500,"['contrary', 'to', 'the', 'prior', 'to', 'february', 'the', 'licensee', 'failed', 'to', 'maintain', 'procedures', 'for', 'equipment']",144,129,245,ML17179A282.txt,P,O
3598,"['this', 'event', 'involved', 'questions', 'or', 'concerns', 'pertaining', 'to', 'licensee', 'operational']",225,2038,2141,ML17179A282.txt,O,P
4039,"['since', 'it', 'had', 'been', 'previously', 'even', 'though', 'newly', 'installed', 'equipment', 'may', 'have', 'affected', 'the', 'corrective', 'actions', 'or', 'priority', 'of', 'the', 'initial']",45,0,151,ML11244A041.txt,H,O
4043,"['it', 'also', 'defined', 'an', 'adverse', 'trend', 'as', 'negative', 'change', 'in', 'performance', 'that', 'and', 'judgment', 'indicated', 'an', 'adverse', 'impact', 'on', 'safety', 'or', 'or', 'because', 'relative', 'large', 'number', 'of', 'performance', 'problems', 'pointed', 'to', 'more', 'significant', 'future']",45,594,861,ML11244A041.txt,O,O
4058,"['many', 'of', 'the', 'ars', 'were', 'closed', 'to', 'action', 'taken', 'without', 'looking', 'into', 'the', 'underlying', 'cause', 'that', 'inspectors', 'concluded', 'represented']",45,3131,3263,ML11244A041.txt,O,O
4076,"['the', 'inspectors', 'found', 'number', 'of', 'examples', 'where', 'operability', 'determinations', 'did', 'not', 'address', 'the', 'degraded', 'or', 'condition', 'described', 'in', 'the', 'ar', 'when', 'concluding']",53,2045,2225,ML11244A041.txt,O,P
4092,"['the', 'condition', 'was', 'the', 'existence', 'of', 'the', 'ground', 'and', 'was', 'not', 'addressed', 'in', 'the', 'operability']",61,319,429,ML11244A041.txt,P,P
4096,"['the', 'source', 'of', 'the', 'water', 'was', 'not']",61,709,757,ML11244A041.txt,P,P
4130,"['the', 'ar', 'actions', 'did', 'not', 'try', 'to', 'determine', 'why', 'the', 'labels', 'were', 'not', 'corrected', 'as', 'part', 'of', 'the', 'recent', 'modification', 'or', 'determine', 'the', 'extent', 'of']",67,1524,1670,ML11244A041.txt,O,O
5694,"['the', 'finding', 'is', 'greater', 'than', 'minor', 'because', 'it', 'is', 'associated', 'with', 'the', 'equipment', 'performance', 'attribute', 'of', 'the', 'initiating', 'events', 'and', 'because', 'it', 'adversely', 'affects', 'the', 'cornerstone', 'objective', 'of', 'limiting', 'the', 'likelihood', 'of', 'those', 'events', 'that', 'upset', 'plant', 'stability', 'and', 'challenge', 'critical', 'safety', 'functions', 'during', 'power']",57,1605,1936,ML072260460.txt,O,O
5705,"['this', 'finding', 'is', 'greater', 'than', 'minor', 'because', 'the', 'performance', 'deficiency', 'is', 'associated', 'with', 'the', 'equipment', 'performance', 'attribute', 'of', 'the', 'mitigating', 'systems', 'and', 'affected', 'the', 'cornerstone', 'objective', 'to', 'ensure', 'the', 'availability', 'and', 'reliability', 'of', 'systems', 'that', 'respond', 'to', 'initiating', 'events', 'to', 'prevent', 'undesirable']",59,367,694,ML072260460.txt,O,O
5708,"['an', 'operator', 'did', 'not', 'identify', 'an', 'incorrect', 'switch', 'position', 'because', 'the', 'operator', 'did', 'not', 'verify', 'the', 'expected', 'system', 'response', 'when', 'placing', 'the', 'cac', 'switch', 'to']",59,981,1156,ML072260460.txt,H,P
5931,"['the', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'problem', 'identification', 'and', 'resolution', 'because', 'pseg', 'did', 'not', 'take', 'appropriate', 'corrective', 'actions', 'to', 'address', 'safety', 'issues', 'and', 'adverse', 'trends', 'in', 'timely', 'manner', 'commensurate', 'with', 'their', 'safety', 'significance']",99,2660,2924,ML072260460.txt,T,P
5932,"['corrective', 'actions', 'to', 'prevent', 'cac', 'tubing', 'failures', 'were', 'ineffective', 'because', 'the', 'visual', 'inspections', 'required', 'by', 'the', 'procedure', 'revision', 'incorporated', 'after', 'previous', 'cac', 'oil', 'tubing', 'may', 'not', 'have', 'identified', 'degraded', 'copper', 'tubing', 'in', 'time', 'to', 'prevent', 'tubing']",99,2924,3205,ML072260460.txt,P,O
5937,"['contrary', 'to', 'the', 'pseg', 'personnel', 'did', 'not', 'accomplish', 'the', 'cac', 'maintenance', 'in', 'accordance', 'with', 'prescribed']",101,450,571,ML072260460.txt,T,P
6032,"['component', 'fouling', 'procedures', 'were', 'not', 'adequately', 'implemented', 'to', 'ensure', 'that', 'the', 'effects', 'of', 'biofouling', 'on', 'heat', 'transfer', 'surfaces', 'were', 'detected', 'and', 'mitigated', 'during', 'periods', 'of', 'high', 'river']",117,1271,1465,ML072260460.txt,T,O
6279,"['pseg', 'did', 'not', 'locate', 'the', 'vendor', 'documents', 'for', 'the', 'dmv', 'sight', 'glass', 'onsite', 'following', 'the', 'and', 'pseg', 'had', 'not', 'incorporated', 'this', 'guidance', 'into', 'the', 'plant', 'maintenance']",153,629,803,ML072260460.txt,O,P
6288,"['vendor', 'documentation', 'for', 'the', 'dmv', 'sight', 'glass', 'was', 'not', 'available', 'on', 'and', 'as', 'pseg', 'did', 'not', 'incorporate', 'appropriate', 'vendor', 'guidance', 'regarding', 'reinstallation', 'and', 'torque', 'requirements', 'for', 'the', 'sight', 'glasses', 'into', 'plant']",153,2370,2619,ML072260460.txt,O,P
6851,"['this', 'finding', 'had', 'aspect', 'in', 'the', 'area', 'of', 'human', 'performance', 'within', 'the', 'decision', 'making', 'component', 'because', 'the', 'licensee', 'did', 'not', 'properly', 'communicate', 'and', 'reinforce', 'expectations', 'related', 'to', 'the', 'fire', 'protection', 'program', 'implementation', 'concerning', 'transient', 'combustibles', 'to', 'personnel', 'performing', 'maintenance', 'work', 'and', 'fire']",23,2113,2446,ML11300A116.txt,O,O
6862,"['the', 'licensee', 'failed', 'to', 'identify', 'corrosion', 'on', 'the', 'diesel', 'fire', 'pump', 'battery', 'which', 'was', 'contrary', 'to', 'the', 'surveillance', 'procedure', 'that', 'implemented', 'the', 'fire', 'protection']",25,895,1088,ML11300A116.txt,O,O
6866,"['this', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'human', 'performance', 'because', 'the', 'maintenance', 'personnel', 'who', 'performed', 'the', 'battery', 'surveillance', 'did', 'not', 'have', 'sufficient', 'training', 'to', 'recognize', 'the', 'presence', 'of']",25,1561,1779,ML11300A116.txt,O,O
6868,"['the', 'inspectors', 'identified', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'and', 'associated', 'ncv', 'of', 'cfr', 'part', 'appendix', 'section', 'for', 'the', 'failure', 'to', 'ensure', 'that', 'operators', 'required', 'for', 'safe', 'shutdown', 'were', 'at', 'all']",25,1883,2130,ML11300A116.txt,O,O
6935,"['although', 'site', 'personnel', 'had', 'been', 'briefed', 'on', 'the', 'changes', 'that', 'were', 'maintenance', 'personnel', 'were', 'not', 'fully', 'aware', 'of', 'the', 'changes', 'in', 'that', 'the', 'pallet', 'board', 'discussed', 'above', 'was', 'initially', 'believed', 'to', 'be', 'minor', 'transient']",39,1437,1667,ML11300A116.txt,T,O
6937,"['during', 'the', 'engineering', 'personnel', 'also', 'exhibited', 'some', 'confusion', 'regarding', 'the', 'requirements', 'of', 'the', 'transient', 'combustible']",39,1801,1940,ML11300A116.txt,T,O
6938,"['based', 'on', 'the', 'lack', 'of', 'understanding', 'of', 'the', 'transient', 'combustible', 'program', 'exhibited', 'by', 'maintenance', 'and', 'other', 'plant', 'the', 'inspectors', 'concluded', 'that', 'the', 'fire', 'watch', 'personnel', 'similarly', 'lacked', 'full', 'understanding', 'of', 'the', 'transient', 'combustible', 'program']",39,1940,2207,ML11300A116.txt,T,O
6939,"['the', 'inspectors', 'concluded', 'that', 'the', 'site', 'did', 'not', 'properly', 'communicate', 'and', 'reinforce', 'expectations', 'related', 'to', 'the', 'fire', 'protection', 'program', 'implementation', 'for', 'transient']",39,2207,2383,ML11300A116.txt,O,O
6954,"['the', 'licensee', 'did', 'not', 'properly', 'communicate', 'and', 'reinforce', 'expectations', 'related', 'to', 'the', 'fire', 'protection', 'program', 'implementation', 'concerning', 'transient', 'combustibles', 'to', 'personnel', 'performing', 'maintenance', 'work', 'and', 'fire', 'in', 'timely']",45,1192,1441,ML11300A116.txt,O,O
6963,"['in', 'on', 'august', 'the', 'fire', 'watches', 'failed', 'to', 'report', 'the', 'combustibles', 'present', 'in', 'the', 'unit', 'turbine', 'building', 'mezzanine', 'and', 'the', 'cable', 'tunnel', 'to', 'shift', 'management', 'as', 'required', 'by', 'procedure']",45,3049,3273,ML11300A116.txt,O,O
6983,"['the', 'licensee', 'failed', 'to', 'identify', 'corrosion', 'on', 'the', 'diesel', 'fire', 'pump', 'battery', 'which', 'was', 'contrary', 'to', 'the', 'surveillance', 'procedure', 'that', 'implemented', 'the', 'fire', 'protection']",47,2308,2501,ML11300A116.txt,O,O
6993,"['based', 'on', 'the', 'amount', 'of', 'corrosion', 'identified', 'by', 'the', 'inspectors', 'on', 'august', 'the', 'inspectors', 'concluded', 'that', 'maintenance', 'personnel', 'had', 'not', 'properly', 'completed', 'step', 'of', 'procedure', 'des']",49,818,1016,ML11300A116.txt,T,O
6995,"['based', 'upon', 'review', 'of', 'the', 'notes', 'from', 'the', 'interviews', 'conducted', 'by', 'the', 'the', 'inspectors', 'concluded', 'that', 'the', 'maintenance', 'personnel', 'did', 'not', 'recognize', 'the', 'corrosion', 'as', 'there', 'was', 'discussion', 'of', 'baking', 'soda', 'residue', 'left', 'over', 'from']",49,1163,1402,ML11300A116.txt,T,P
7021,"['the', 'inspectors', 'determined', 'that', 'the', 'finding', 'screened', 'as', 'having', 'very', 'low', 'safety', 'significance', 'in', 'task', 'of', 'imc', 'appendix', 'this', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'human', 'performance', 'within', 'the', 'resources', 'component', 'because', 'the', 'licensee', 'did', 'not', 'have', 'sufficiently', 'trained']",55,2045,2363,ML11300A116.txt,O,P
7030,"['because', 'this', 'violation', 'was', 'of', 'very', 'low', 'safety', 'significance', 'and', 'it', 'was', 'entered', 'into', 'the', 'corrective', 'action', 'program', 'as', 'ar', 'and', 'surface', 'cleaned', 'the', 'battery', 'this', 'violation', 'is', 'being', 'treated', 'as', 'an', 'consistent', 'with', 'section', 'of', 'the', 'nrc', 'enforcement', 'policy', 'failure', 'to', 'identify', 'diesel', 'fire', 'pump', 'battery', 'terminal']",57,0,397,ML11300A116.txt,T,O
7075,"['the', 'inspectors', 'determined', 'that', 'failure', 'to', 'ensure', 'that', 'operators', 'required', 'for', 'safe', 'shutdown', 'were', 'at', 'all', 'times', 'was', 'contrary', 'to', 'cfr', 'part', 'appendix', 'section', 'and', 'was', 'performance']",63,1577,1796,ML11300A116.txt,O,P
7162,"['the', 'licensee', 'made', 'change', 'to', 'administrative', 'technical', 'requirements', 'which', 'permitted', 'suppression', 'system', 'to', 'be', 'inoperable', 'without', 'compensatory', 'thereby', 'degrading', 'the', 'ability', 'to', 'suppress', 'fire', 'and', 'challenging', 'the', 'ability', 'to', 'achieve', 'and', 'maintain', 'safe', 'shutdown', 'in', 'the', 'event', 'of']",95,362,667,ML11300A116.txt,O,O
7357,"['the', 'existing', 'fire', 'procedure', 'had', 'incorrect', 'guidance', 'which', 'would', 'have', 'needlessly', 'delayed', 'the', 'fire', 'brigade']",42,1323,1450,ML13182A476.txt,P,O
7453,"['the', 'team', 'determined', 'that', 'based', 'on', 'the', 'location', 'of', 'the', 'spray', 'pond', 'pump', 'transportation', 'would', 'be', 'required', 'for', 'the', 'fire', 'brigade', 'and', 'that', 'reliable', 'means', 'of', 'transportation', 'had', 'not', 'been']",58,0,200,ML13182A476.txt,O,O
7534,"['the', 'failure', 'to', 'establish', 'preventive', 'maintenance', 'strategy', 'for', 'safe', 'shutdown', 'switches', 'was', 'performance', 'deficiency', 'that', 'was', 'reasonably', 'within', 'ability', 'to', 'foresee', 'and']",80,1772,1983,ML13182A476.txt,O,O
7979,"['current', 'plant', 'configuration', 'and', 'drawing', 'foundation', 'sheet', 'do', 'not', 'conform', 'to', 'the', 'design', 'in', 'that', 'there', 'are', 'no', 'openings', 'other', 'than', 'the', 'floor']",31,1482,1676,ML071350662.txt,D,P
8249,"['the', 'failure', 'to', 'follow', 'procedures', 'was', 'violation', 'of', 'technical', 'specification']",167,1434,1518,ML071350662.txt,P,P
