,text,line,start_pos,end_pos,file,Y,Predicted_Values
1835,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'did', 'not', 'follow', 'the', 'requirements', 'in', 'procedure', 'to', 'evaluate', 'these', 'cracks', 'during', 'subsequent', 'inspection', 'in', 'order', 'to', 'characterize', 'any', 'changes', 'or', 'determine', 'the', 'cracks', 'had', 'not']",100,2067,2304,ML14087A338.txt,O,O
1846,"['the', 'licensee', 'did', 'not', 'implement', 'process', 'of', 'and', 'executing', 'work', 'activities', 'such', 'that', 'nuclear', 'safety', 'was', 'the', 'overriding', 'priority']",102,429,585,ML14087A338.txt,O,O
1848,"['the', 'team', 'identified', 'green', 'violation', 'of', 'cfr', 'part', 'appendix', 'criterion', 'which', 'in', 'that', 'affecting', 'quality', 'shall', 'be', 'accomplished', 'in', 'accordance', 'with']",102,597,800,ML14087A338.txt,P,O
1850,"['contrary', 'to', 'the', 'prior', 'to', 'september', 'for', 'inspection', 'activities', 'affecting', 'the', 'licensee', 'failed', 'to', 'inspect', 'previously', 'identified', 'crack', 'areas', 'to', 'confirm', 'no', 'changes', 'had', 'occurred', 'as', 'required', 'by']",102,1102,1325,ML14087A338.txt,O,O
2142,"['this', 'misunderstanding', 'was', 'called', 'to', 'the', 'attention', 'of', 'site', 'and', 'may', 'require', 'additional', 'clarification', 'for', 'staff', 'on', 'roles', 'and', 'responsibilities', 'for', 'executing', 'the', 'program']",142,1842,2031,ML14087A338.txt,O,O
2148,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'had', 'not', 'established', 'means', 'to', 'retrieve', 'the', 'history', 'of', 'structural', 'components']",142,2726,2889,ML14087A338.txt,P,O
2673,"['mitigating', 'systems', 'green', 'violation', 'of', 'cfr', 'appendix', 'criterion', 'and', 'was']",99,892,1078,ML12027A131.txt,P,O
3123,"['the', 'performance', 'deficiency', 'was', 'more', 'than', 'and', 'therefore', 'because', 'it', 'was', 'associated', 'with', 'the', 'human', 'performance', 'attribute', 'of', 'the', 'mitigating', 'systems', 'cornerstone', 'and', 'affected', 'the', 'cornerstone', 'objective', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'systems', 'that', 'respond', 'to', 'initiating', 'events', 'to', 'prevent', 'undesirable']",32,2337,2687,ML17179A282.txt,H,O
3124,"['the', 'failure', 'to', 'follow', 'technical', 'specification', 'requirements', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'the', 'division', 'rhr', 'subsystem', 'directly', 'affected', 'the', 'cornerstone']",32,2687,2892,ML17179A282.txt,P,O
3140,"['the', 'failure', 'to', 'correctly', 'identify', 'and', 'correct', 'out', 'of', 'position', 'division', 'rhr', 'minimum', 'flow', 'isolation', 'valves', 'resulted', 'in', 'unnecessarily', 'and', 'unknowingly', 'extending', 'the', 'inoperability', 'time', 'of', 'the', 'division', 'rhr', 'subsystem', 'by']",36,1510,1752,ML17179A282.txt,T,T
3310,"['the', 'unfinished', 'rce', 'for', 'the', 'isolation', 'of', 'division', 'rhr', 'minimum', 'flow', 'piping', 'concluded', 'that', 'the', 'direct', 'cause', 'of', 'the', 'event', 'was', 'that', 'the', 'first', 'nonlicensed', 'operator', 'performing', 'the', 'clearance', 'restoration', 'on', 'october', 'failed', 'to', 'open', 'the', 'shut', 'valves', 'and', 'prior', 'to', 'applying', 'the', 'sealing', 'devices', 'to', 'the', 'and', 'then', 'the', 'independent', 'verifier', 'failed', 'to', 'identify', 'that', 'the', 'valves', 'were', 'sealed', 'vice', 'sealed']",90,690,1135,ML17179A282.txt,H,O
3366,"['the', 'licensee', 'should', 'have', 'entered', 'lco', 'which', 'would', 'have', 'required', 'unit', 'shutdown', 'the', 'same', 'if', 'the', 'condition', 'continued', 'to', 'exist', 'for', 'more', 'than', 'consecutive']",116,851,1021,ML17179A282.txt,O,O
3390,"['the', 'team', 'reviewed', 'violation', 'for', 'an', 'inadequate', 'procedure', 'discussed', 'in', 'section', 'of', 'this', 'and', 'two', 'additional', 'minor', 'violations', 'for', 'failure', 'to', 'follow', 'site']",122,137,326,ML17179A282.txt,P,O
3393,"['contrary', 'to', 'the', 'these', 'two', 'valves', 'had', 'chain', 'passing', 'through', 'the', 'but', 'the', 'lead', 'wire', 'seal', 'was', 'installed', 'such', 'that', 'it', 'did', 'not', 'prevent', 'operation', 'of', 'the', 'valve', 'without', 'breaking', 'the', 'seal']",122,714,917,ML17179A282.txt,H,O
3482,"['the', 'following', 'on', 'february', 'the', 'licensee', 'again', 'conducted', 'the', 'sealed', 'valve', 'audit', 'and', 'found', 'that', 'the', 'division', 'rhr', 'minimum', 'flow', 'isolation', 'valves', 'were', 'in', 'the', 'incorrect']",142,521,712,ML17179A282.txt,P,T
3500,"['contrary', 'to', 'the', 'prior', 'to', 'february', 'the', 'licensee', 'failed', 'to', 'maintain', 'procedures', 'for', 'equipment']",144,129,245,ML17179A282.txt,P,O
3505,"['to', 'implement', 'an', 'adequate', 'procedure', 'for', 'equipment', 'including', 'exit', 'exit', 'meeting', 'summary', 'on', 'may', 'the', 'inspectors', 'presented', 'the', 'inspection', 'results', 'by', 'telephone', 'to', 'ken', 'vice', 'and', 'chief', 'nuclear', 'and', 'other', 'members', 'of', 'the']",144,999,1339,ML17179A282.txt,P,O
3588,"['the', 'following', 'member', 'is', 'assigned', 'to', 'your', 'nick', 'resident', 'south', 'texas', 'project', 'basis', 'on', 'october', 'when', 'lifting', 'clearance', 'order', 'during', 'an', 'operators', 'failed', 'to', 'reposition', 'the', 'residual', 'heat', 'removal', 'division', 'minimum', 'flow', 'isolation', 'valves', 'and', 'for', 'rhr', 'pumps', 'and', 'to', 'the', 'open', 'position', 'prior', 'to', 'reinstalling', 'the', 'valve', 'sealing']",225,380,782,ML17179A282.txt,T,T
3843,"['the', 'corrective', 'actions', 'that', 'resulted', 'from', 'the', 'review', 'of', 'the', 'tn', 'bulletin', 'as', 'documented', 'in', 'the', 'condition', 'report', 'included', 'the', 'revision', 'to', 'comanche', 'peak', 'procedure', 'to', 'require', 'the', 'dcs', 'project', 'manager', 'to', 'verify', 'that', 'there', 'had', 'been', 'no', 'change', 'to', 'either', 'the', 'welding', 'equipment', 'or', 'hydrogen', 'gas', 'monitors', 'or', 'their', 'setups', 'prior', 'to', 'each', 'new', 'loading']",66,118,498,ML13298A103.txt,P,O
3993,"['similar', 'issues', 'had', 'been', 'previously', 'identified', 'by', 'nrc', 'resident', 'staff', 'and', 'nos', 'and', 'represented', 'weakness', 'of', 'the', 'cap', 'to', 'improve', 'this', 'area', 'and', 'cap', 'oversight', 'such', 'as', 'the', 'issue', 'screening', 'team', 'and', 'the', 'management', 'review', 'committee', 'to', 'monitor', 'and', 'enforce', 'adequate']",29,1736,2021,ML11244A041.txt,O,O
4041,"['the', 'inspection', 'also', 'revealed', 'weakness', 'in', 'identifying', 'trends', 'in', 'human', 'performance', 'and', 'equipment']",45,218,322,ML11244A041.txt,H,O
4042,"['procedure', 'coding', 'and', 'was', 'used', 'for', 'human', 'performance', 'trends', 'and', 'defined', 'potential', 'trend', 'as', 'change', 'in', 'frequency', 'of', 'occurrence', 'of', 'given', 'parameter', 'or', 'change', 'in', 'the', 'level', 'of', 'performance', 'of', 'particular', 'or']",45,322,594,ML11244A041.txt,O,O
4076,"['the', 'inspectors', 'found', 'number', 'of', 'examples', 'where', 'operability', 'determinations', 'did', 'not', 'address', 'the', 'degraded', 'or', 'condition', 'described', 'in', 'the', 'ar', 'when', 'concluding']",53,2045,2225,ML11244A041.txt,O,O
4078,"['the', 'operability', 'section', 'did', 'not', 'address', 'the', 'pitting', 'and', 'corrosion', 'of', 'sw']",53,2487,2566,ML11244A041.txt,O,O
4092,"['the', 'condition', 'was', 'the', 'existence', 'of', 'the', 'ground', 'and', 'was', 'not', 'addressed', 'in', 'the', 'operability']",61,319,429,ML11244A041.txt,P,O
4113,"['the', 'inspectors', 'reviewed', 'the', 'cap', 'and', 'noted', 'weaknesses', 'in', 'implementation', 'of', 'interim']",65,2135,2237,ML11244A041.txt,O,O
4129,"['the', 'ar', 'discusses', 'afw', 'pump', 'instrumentation', 'on', 'the', 'main', 'control', 'room', 'board', 'still', 'labeled', 'afw', 'instead', 'of', 'its', 'new', 'system', 'description', 'as', 'the', 'steam', 'generator']",67,1346,1524,ML11244A041.txt,O,O
4138,"['for', 'licensee', 'individual', 'initiated', 'ar', 'when', 'the', 'small', 'article', 'monitor', 'was', 'found', 'due', 'to', 'high']",67,2713,2856,ML11244A041.txt,O,O
4140,"['the', 'smears', 'were', 'there', 'because', 'they', 'had', 'been', 'used', 'in', 'the', 'isolo', 'which', 'was', 'considered', 'by', 'the', 'individual', 'inappropriate', 'for', 'this', 'high', 'level', 'of']",67,2979,3147,ML11244A041.txt,O,O
4144,"['the', 'ar', 'initiator', 'was', 'not', 'consulted', 'or', 'satisfied', 'with', 'this']",69,213,279,ML11244A041.txt,O,O
4159,"['the', 'rce', 'concluded', 'that', 'the', 'root', 'cause', 'was', 'inadequate', 'evaluation', 'of', 'nrc', 'ris', 'of', 'hazard']",69,2359,2484,ML11244A041.txt,O,O
4194,"['the', 'inspectors', 'noted', 'that', 'one', 'of', 'the', 'weaknesses', 'identified', 'in', 'the', 'above', 'assessments', 'was', 'communications', 'around', 'processes', 'and', 'more', 'effectively', 'sharing', 'information', 'with', 'the']",73,1927,2123,ML11244A041.txt,O,O
4197,"['during', 'the', 'the', 'inspectors', 'noted', 'that', 'most', 'of', 'the', 'especially', 'those', 'not', 'associated', 'with', 'were', 'not', 'aware', 'of', 'the', 'existing', 'steam', 'leak', 'on', 'the', 'secondary', 'side', 'of', 'the', 'unit', 'steam', 'generator', 'or', 'plant', 'basis', 'to', 'conclude', 'it', 'was', 'acceptable', 'to', 'continue', 'to', 'operate', 'the', 'unit', 'rather', 'that', 'shutdown', 'to', 'fix', 'the']",73,2413,2770,ML11244A041.txt,O,O
4357,"['the', 'licensee', 'entered', 'the', 'technical', 'specification', 'but', 'did', 'not', 'adequately', 'take', 'samples', 'once', 'per', 'hours', 'as', 'required', 'by', 'action']",31,1045,1172,wat_2000010.txt,O,O
4642,"['this', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'problem', 'identification', 'and', 'resolution', 'because', 'the', 'organization', 'failed', 'to', 'properly', 'identify', 'issues', 'related', 'to', 'nuclear', 'safety']",59,1466,1652,ML082060602.txt,O,O
4643,"['this', 'finding', 'was', 'considered', 'more', 'than', 'minor', 'because', 'it', 'was', 'associated', 'with', 'the', 'equipment', 'performance', 'attribute', 'of', 'the', 'initiating', 'events', 'cornerstone', 'and', 'adversely', 'affected', 'the', 'cornerstone', 'objective', 'of', 'limiting', 'the', 'likelihood', 'of', 'events', 'that', 'upset', 'plant']",59,1652,1913,ML082060602.txt,O,O
4811,"['the', 'airlock', 'seal', 'failed', 'on', 'june', 'and', 'the', 'ball', 'valve', 'was', 'found', 'in', 'degraded', 'condition', 'with', 'significant', 'metal', 'wear', 'on', 'the', 'ball', 'and', 'stem']",133,1642,1795,ML082060602.txt,O,T
4923,"['during', 'the', 'forced', 'the', 'licensee', 'identified', 'that', 'an', 'lvt', 'wire', 'was', 'not', 'soldered', 'to', 'its', 'connector']",185,2641,2746,ML082060602.txt,O,O
4927,"['the', 'inspectors', 'reviewed', 'maintenance', 'rule', 'failure', 'review', 'ca', 'in', 'which', 'the', 'licensee', 'characterized', 'the', 'lvt', 'failure', 'as', 'maintenance', 'preventable', 'functional']",191,0,181,ML082060602.txt,O,O
4933,"['the', 'licensee', 'determined', 'that', 'cr', 'had', 'not', 'been', 'initiated', 'to', 'address', 'the', 'discovery', 'of', 'this', 'degraded', 'condition', 'during', 'the', 'refueling', 'outage', 'cold', 'solder']",191,978,1148,ML082060602.txt,T,O
4934,"['normal', 'operating', 'procedure', 'action', 'revision', 'stated', 'in', 'step', 'that', 'cr', 'shall', 'be', 'initiated', 'upon', 'discovery', 'of', 'any', 'degraded', 'conditions', 'that', 'affect', 'usar', 'described', 'or']",191,1148,1386,ML082060602.txt,P,O
4936,"['contrary', 'to', 'this', 'licensee', 'during', 'may', 'the', 'licensee', 'failed', 'to', 'initiate', 'cr', 'for', 'the', 'identification', 'of', 'degraded', 'condition', 'affecting', 'the']",191,1488,1642,ML082060602.txt,O,O
4938,"['the', 'inspectors', 'determined', 'that', 'the', 'failure', 'to', 'adhere', 'to', 'cap', 'procedures', 'associated', 'with', 'the', 'degraded', 'condition', 'of', 'the', 'lvt', 'was', 'performance', 'deficiency', 'warranting', 'significance', 'evaluation', 'in', 'accordance', 'with', 'imc', 'reactor', 'inspection', 'appendix', 'disposition', 'issued', 'on', 'september']",191,1771,2105,ML082060602.txt,P,O
4971,"['the', 'pump', 'fast', 'speed', 'breaker', 'rapidly', 'cycled', 'causing', 'several', 'starts', 'of', 'the', 'pump', 'in', 'fast']",211,167,259,ML082060602.txt,O,O
4985,"['the', 'license', 'identified', 'that', 'the', 'motor', 'was', 'operated', 'past', 'its', 'recommended', 'replacement']",211,2027,2116,ML082060602.txt,P,O
5000,"['the', 'bypass', 'valve', 'was', 'closed', 'due', 'to', 'an', 'inadequate', 'system', 'operating', 'instruction', 'that', 'did', 'not', 'contain', 'instructions', 'to', 'establish', 'minimum', 'emergency', 'closed', 'cooling', 'flow', 'when', 'the', 'cccw', 'chiller', 'is']",219,700,903,ML082060602.txt,T,O
5001,"['the', 'inadequate', 'soi', 'was', 'caused', 'by', 'the', 'improper', 'classification', 'of', 'procedure', 'changes', 'associated', 'with', 'design']",219,903,1022,ML082060602.txt,O,O
5028,"['during', 'the', 'response', 'to', 'the', 'high', 'radiation', 'licensee', 'personnel', 'identified', 'that', 'the', 'hydrogen', 'water', 'chemistry', 'system', 'was', 'in', 'manual', 'control', 'when', 'it', 'should', 'have', 'been', 'in', 'automatic', 'to', 'adjust', 'hydrogen', 'injection', 'rate', 'with']",231,507,739,ML082060602.txt,P,O
5087,"['specifically', 'the', 'rhr', 'head', 'spray', 'isolation', 'valve', 'an', 'unlocked', 'was', 'not', 'verified', 'for']",241,461,589,ML082060602.txt,O,T
5093,"['violation', 'of', 'regulatory', 'requirements', 'occurred', 'when', 'the', 'area', 'was', 'not', 'effectively', 'barricaded', 'and']",241,1257,1365,ML082060602.txt,O,O
5359,"['by', 'not', 'testing', 'these', 'there', 'are', 'failure', 'mechanisms', 'that', 'are', 'not', 'such', 'as', 'deck', 'of', 'contacts', 'failing', 'to', 'rotate']",80,1103,1241,ML13182A476.txt,T,O
5366,"['by', 'failing', 'to', 'establish', 'preventive', 'maintenance', 'strategy', 'for', 'fire', 'safe', 'shutdown', 'exelon', 'did', 'not', 'ensure', 'that', 'the', 'local', 'control', 'circuits', 'for', 'several', 'breakers', 'would', 'be', 'isolated', 'from', 'the', 'effects', 'of', 'fire']",80,2462,2715,ML13182A476.txt,O,O
5805,"['the', 'inspectors', 'identified', 'green', 'noncited', 'violation', 'of', 'cfr', 'appendix', 'criterion', 'for', 'failure', 'to', 'assure', 'that', 'the', 'design', 'as', 'specified', 'in', 'the', 'license', 'was', 'correctly', 'translated', 'into', 'drawings', 'and', 'the', 'actual', 'plant']",31,869,1140,ML071350662.txt,D,O
5811,"['this', 'finding', 'is', 'more', 'than', 'minor', 'because', 'it', 'is', 'associated', 'with', 'the', 'design', 'control', 'attribute', 'and', 'affects', 'the', 'mitigating', 'systems', 'cornerstone', 'objective', 'to', 'ensure', 'the', 'reliability', 'of', 'the', 'dry', 'cooling', 'tower', 'system', 'during', 'the', 'probable', 'maximum', 'precipitation', 'event', 'on', 'the', 'plant']",31,1877,2149,ML071350662.txt,D,O
6211,"['the', 'finding', 'has', 'cross', 'cutting', 'aspect', 'in', 'the', 'area', 'of', 'work', 'because', 'the', 'licensee', 'did', 'not', 'assure', 'that', 'personnel', 'follow', 'procedures']",72,1784,1932,ML092050743.txt,P,O
6212,"['procedure', 'rpm', 'control', 'of', 'material', 'and', 'was', 'not', 'properly', 'implemented', 'to', 'assure', 'compliance', 'with', 'cfr']",72,1932,2094,ML092050743.txt,O,O
6322,[],120,1102,1110,ML092050743.txt,T,O
6386,"['the', 'hose', 'fitting', 'was', 'stored', 'at', 'this', 'location', 'for', 'an', 'indeterminate', 'time', 'period', 'and', 'was', 'available', 'for', 'use', 'by']",162,1249,1364,ML092050743.txt,O,O
6470,"['level', 'crs', 'that', 'had', 'all', 'their', 'corrective', 'actions', 'completed', 'did', 'not', 'have', 'the', 'action', 'request', 'set', 'to']",188,460,595,ML092050743.txt,T,O
6496,"['this', 'potential', 'condition', 'existed', 'within', 'the', 'original', 'plant']",190,710,776,ML092050743.txt,D,O
6547,"['cfr', 'appendix', 'criterion', 'in', 'that', 'measures', 'shall', 'be', 'established', 'to', 'assure', 'that', 'the', 'applicable', 'regulatory', 'requirements', 'and', 'the', 'design', 'for', 'those', 'structures', 'and', 'are', 'correctly', 'translated', 'into', 'and']",212,2407,2722,ML092050743.txt,D,O
6550,"['seismic', 'american', 'society', 'of', 'mechanical', 'engineers', 'piping', 'to', 'safetyrelated', 'asme', 'code', 'class', 'piping', 'without', 'an', 'appropriate', 'means', 'of']",214,0,157,ML092050743.txt,O,T
