,text,line,start_pos,end_pos,file,Y,Predicted_Values
396,"['the', 'licensee', 'concluded', 'that', 'compressor', 'failure', 'was', 'approaching', 'and', 'it', 'could', 'no', 'longer', 'be', 'relied', 'upon', 'to', 'meet', 'its', 'day', 'mission']",187,2218,2351,ML14041A484.txt,D,O
404,"['the', 'report', 'concluded', 'that', 'the', 'vibrations', 'and', 'slugging', 'was', 'most', 'likely', 'induced', 'by', 'leftover', 'flushing', 'chemicals', 'and', 'debris', 'that', 'have', 'been', 'subsequently', 'loosened', 'into', 'the', 'process']",187,3166,3346,ML14041A484.txt,D,O
408,"['the', 'root', 'cause', 'analysis', 'also', 'determined', 'that', 'the', 'work', 'performed', 'under', 'work', 'order', 'was', 'not', 'in', 'accordance', 'with', 'station', 'procedural']",191,214,369,ML14041A484.txt,P,P
410,"['because', 'the', 'licensee', 'was', 'unable', 'to', 'clearly', 'identify', 'the', 'root', 'the', 'final', 'report', 'was', 'in', 'fact', 'documented', 'the', 'most', 'probable', 'cause', 'based', 'on', 'the', 'analyses']",191,621,785,ML14041A484.txt,T,O
418,"['the', 'licensee', 'did', 'not', 'ensure', 'accurate', 'and', 'design', 'and', 'work', 'and', 'correct', 'labeling', 'of']",191,2227,2377,ML14041A484.txt,T,O
423,"['contrary', 'to', 'the', 'between', 'september', 'and', 'october', 'the', 'licensee', 'failed', 'to', 'preclude', 'repetition', 'of', 'significant', 'condition', 'adverse', 'to']",191,3079,3234,ML14041A484.txt,T,O
718,"['the', 'procedural', 'step', 'taken', 'to', 'close', 'porv', 'isolation', 'valve', 'is', 'not', 'adequate', 'to', 'ensure', 'that', 'the', 'valve', 'remains', 'because', 'fire', 'induced', 'short', 'on', 'cables']",45,3563,3736,ML16021A133.txt,P,O
733,"['failure', 'to', 'completely', 'and', 'accurately', 'translate', 'the', 'safe', 'shutdown', 'analysis', 'to']",47,2916,3037,ML16021A133.txt,P,O
1019,"['on', 'two', 'the', 'licensee', 'failed', 'to', 'determine', 'compensatory', 'measures', 'following', 'the', 'identification', 'of', 'updated', 'safety', 'analysis', 'report', 'condition', 'associated', 'with', 'the', 'units', 'and', 'residual', 'heat', 'removal', 'recirculation', 'sump', 'valves', 'on', 'august', 'and', 'for', 'degraded', 'condition', 'of', 'the', 'unit', 'rhr', 'recirculation', 'sump', 'valves', 'on', 'september']",23,1776,2167,ML15313A275.txt,T,P
1205,"['the', 'station', 'added', 'an', 'assignment', 'to', 'cap', 'to', 'revise', 'pod', 'which', 'determined', 'an', 'appropriate', 'compensatory', 'measure', 'to', 'install', 'information', 'tags', 'on', 'the', 'valve', 'hand', 'switches', 'in', 'the', 'control', 'room', 'to', 'enhance', 'valve', 'operation', 'based', 'on', 'the', 'pedigree', 'of', 'the', 'valves', 'maintained', 'and', 'tested', 'with', 'to', 'and', 'motor', 'overload']",111,10,385,ML15313A275.txt,P,P
1235,"['on', 'august', 'following', 'the', 'discovery', 'of', 'building', 'ventilation', 'system', 'and', 'declaration', 'of', 'inoperability', 'of', 'buses', 'and', 'the', 'the', 'licensee', 'improperly', 'declared', 'the', 'affected', 'ts', 'sscs', 'operable', 'and', 'fully', 'qualified', 'without', 'restoring', 'functionality', 'of', 'the', 'ventilation', 'ts', 'support', 'system', 'or', 'implementing', 'appropriate', 'compensatory', 'measures', 'per', 'the', 'requirements', 'of']",123,675,1092,ML15313A275.txt,T,O
1436,"['the', 'licensee', 'determined', 'the', 'condensate', 'pump', 'failure', 'was', 'due', 'to', 'voids', 'within', 'the', 'motor', 'insulation', 'resulting', 'from', 'inadequate', 'vacuum', 'pressure', 'impregnation', 'that', 'caused', 'subsequent', 'motor', 'winding', 'ground', 'fault', 'and', 'resultant', 'pump']",195,1731,1968,ML15313A275.txt,D,O
1475,"['the', 'licensee', 'also', 'identified', 'three', 'instances', 'december', 'september', 'and', 'september', 'of', 'failure', 'to', 'report', 'the', 'major', 'loss', 'of', 'emergency', 'assessment', 'capability', 'when', 'the', 'seismic', 'monitoring', 'panel', 'was', 'for', 'planned', 'events', 'for', 'greater', 'than']",209,1054,1336,ML15313A275.txt,P,O
1483,"['example', 'specifically', 'licensee', 'fails', 'to', 'make', 'report', 'requirement', 'by', 'cfr', 'or', 'cfr']",211,1042,1155,ML15313A275.txt,P,O
1573,"['the', 'team', 'identified', 'violation', 'of', 'cfr', 'part', 'appendix', 'criterion', 'and', 'for', 'failure', 'to', 'follow', 'procedures', 'related', 'to', 'review', 'of', 'indications', 'that', 'could', 'affect', 'the', 'structural', 'integrity', 'of', 'the', 'unit', 'reactor']",40,1107,1375,ML14087A338.txt,P,P
1574,"['the', 'licensee', 'failed', 'to', 'perform', 'subsequent', 'visual', 'inspection', 'of', 'concrete', 'cracks', 'that', 'exceeded', 'acceptable', 'criteria', 'in', 'the', 'previous', 'inspection', 'as', 'specified', 'in', 'procedure', 'and', 'detailed', 'visual', 'examinations', 'of', 'concrete', 'revision']",40,1375,1659,ML14087A338.txt,P,O
1576,"['the', 'team', 'determined', 'that', 'the', 'failure', 'to', 'assess', 'previous', 'indications', 'of', 'concrete', 'as', 'specified', 'in', 'plant', 'was', 'performance']",40,1916,2072,ML14087A338.txt,T,O
1845,"['the', 'team', 'determined', 'that', 'this', 'finding', 'had', 'human', 'performance', 'cross', 'cutting', 'aspect', 'in', 'the', 'area', 'of', 'work']",102,315,429,ML14087A338.txt,H,O
1848,"['the', 'team', 'identified', 'green', 'violation', 'of', 'cfr', 'part', 'appendix', 'criterion', 'which', 'in', 'that', 'affecting', 'quality', 'shall', 'be', 'accomplished', 'in', 'accordance', 'with']",102,597,800,ML14087A338.txt,P,O
2140,"['during', 'discussions', 'the', 'first', 'week', 'of', 'the', 'structures', 'monitoring', 'program', 'staff', 'informed', 'the', 'inspectors', 'that', 'the', 'position', 'of', 'the', 'program', 'as', 'designated', 'in', 'procedure', 'en', 'section', 'was', 'not', 'currently', 'filled', 'at', 'the']",142,1496,1756,ML14087A338.txt,P,P
2144,"['the', 'team', 'confirmed', 'that', 'the', 'licensee', 'documented', 'their', 'inspections', 'but', 'had', 'not', 'established', 'means', 'to', 'monitor', 'for', 'changes', 'as', 'specified', 'in', 'procedure']",142,2136,2293,ML14087A338.txt,P,O
2157,"['because', 'the', 'licensee', 'had', 'not', 'established', 'method', 'to', 'consistently', 'track', 'and', 'trend', 'structural', 'the', 'team', 'concluded', 'that', 'the', 'licensee', 'had', 'not', 'met', 'the', 'conditions', 'of', 'commitment', 'prior', 'to', 'the', 'period', 'of', 'extended']",144,1097,1325,ML14087A338.txt,P,P
2313,"['the', 'team', 'concluded', 'that', 'the', 'licensee', 'had', 'not', 'met', 'commitment', 'prior', 'to', 'the', 'period', 'of', 'extended']",170,1550,1669,ML14087A338.txt,P,O
2675,"['as', 'the', 'tdafw', 'pump', 'operated', 'with', 'no', 'suction', 'source', 'for', 'period', 'of', 'minute', 'seconds', 'and', 'was', 'rendered', 'inoperable', 'for', 'period', 'of', 'approximately']",99,1220,1383,ML12027A131.txt,T,O
2861,"['the', 'inspectors', 'determined', 'that', 'the', 'cause', 'of', 'this', 'finding', 'was', 'related', 'to', 'the', 'work', 'practices', 'component', 'of', 'the', 'human', 'performance', 'area', 'due', 'to', 'human', 'error', 'prevention', 'techniques']",162,2116,2329,ML12027A131.txt,T,P
3123,"['the', 'performance', 'deficiency', 'was', 'more', 'than', 'and', 'therefore', 'because', 'it', 'was', 'associated', 'with', 'the', 'human', 'performance', 'attribute', 'of', 'the', 'mitigating', 'systems', 'cornerstone', 'and', 'affected', 'the', 'cornerstone', 'objective', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'systems', 'that', 'respond', 'to', 'initiating', 'events', 'to', 'prevent', 'undesirable']",32,2337,2687,ML17179A282.txt,H,O
3124,"['the', 'failure', 'to', 'follow', 'technical', 'specification', 'requirements', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'the', 'division', 'rhr', 'subsystem', 'directly', 'affected', 'the', 'cornerstone']",32,2687,2892,ML17179A282.txt,P,P
3131,"['not', 'ensure', 'that', 'the', 'minimum', 'flow', 'isolation', 'valves', 'were', 'repositioned', 'to', 'the', 'correct', 'position', 'of', 'sealed', 'open']",36,0,115,ML17179A282.txt,T,O
3315,"['because', 'of', 'this', 'the', 'licensee', 'revised', 'the', 'sealed', 'valve', 'audit', 'procedure', 'not', 'only', 'to', 'check', 'that', 'the', 'sealing', 'devices', 'are', 'but', 'to', 'check', 'valve', 'positions', 'as']",90,1913,2078,ML17179A282.txt,P,P
3393,"['contrary', 'to', 'the', 'these', 'two', 'valves', 'had', 'chain', 'passing', 'through', 'the', 'but', 'the', 'lead', 'wire', 'seal', 'was', 'installed', 'such', 'that', 'it', 'did', 'not', 'prevent', 'operation', 'of', 'the', 'valve', 'without', 'breaking', 'the', 'seal']",122,714,917,ML17179A282.txt,H,O
3413,"['not', 'initiating', 'condition', 'report', 'for', 'service', 'water', 'valves', 'that', 'were', 'improperly', 'sealed', 'could', 'have', 'prevented', 'the', 'discovery', 'of', 'other', 'possible', 'configuration', 'problems', 'associated', 'with', 'the', 'such', 'as', 'being', 'placed', 'in', 'the', 'incorrect']",126,2645,2883,ML17179A282.txt,H,O
3456,"['the', 'failure', 'to', 'properly', 'restore', 'the', 'division', 'rhr', 'system', 'during', 'clearance', 'restoration', 'resulted', 'in', 'exceeding', 'the', 'applicable', 'technical', 'specification', 'action', 'completion', 'is', 'violation', 'of', 'ts', 'which', 'was', 'performance']",136,2873,3119,ML17179A282.txt,O,P
3458,"['the', 'failure', 'to', 'follow', 'technical', 'specification', 'requirements', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'the', 'division', 'rhr', 'system', 'directly', 'affected', 'the', 'cornerstone']",136,3469,3671,ML17179A282.txt,P,P
3469,"['contrary', 'to', 'the', 'from', 'november', 'to', 'february', 'the', 'division', 'rhr', 'system', 'was', 'not', 'restored', 'to', 'an', 'operable', 'status', 'within', 'and', 'the', 'unit', 'was', 'not', 'placed', 'in', 'mode', 'within', 'hours', 'and', 'mode', 'within']",138,1369,1598,ML17179A282.txt,O,P
3473,"['the', 'team', 'reviewed', 'violation', 'of', 'technical', 'specification', 'for', 'the', 'failure', 'to', 'maintain', 'station', 'procedure', 'of', 'operations', 'operator', 'logs', 'and', 'revision', 'for', 'conducting', 'sealed', 'valve']",138,2540,2827,ML17179A282.txt,P,P
3477,"['on', 'october', 'when', 'lifting', 'clearance', 'order', 'during', 'an', 'operations', 'personnel', 'failed', 'to', 'reposition', 'the', 'division', 'rhr', 'minimum', 'flow', 'isolation', 'valves', 'and', 'for', 'rhr', 'pumps', 'and', 'to', 'the', 'open', 'position', 'prior', 'to', 'reinstalling', 'the', 'valve', 'sealing']",138,3102,3377,ML17179A282.txt,T,O
3482,"['the', 'following', 'on', 'february', 'the', 'licensee', 'again', 'conducted', 'the', 'sealed', 'valve', 'audit', 'and', 'found', 'that', 'the', 'division', 'rhr', 'minimum', 'flow', 'isolation', 'valves', 'were', 'in', 'the', 'incorrect']",142,521,712,ML17179A282.txt,P,P
3485,"['while', 'the', 'licensee', 'did', 'revise', 'the', 'the', 'licensee', 'initially', 'viewed', 'strict', 'adherence', 'to', 'the', 'language', 'in', 'the', 'procedure', 'to', 'only', 'check', 'that', 'valve', 'seals', 'were', 'installed', 'as']",142,1254,1441,ML17179A282.txt,T,O
3489,"['failure', 'to', 'maintain', 'station', 'procedure', 'for', 'conducting', 'sealed', 'valve', 'in', 'violation', 'of', 'technical', 'specification', 'was', 'performance']",142,1725,1883,ML17179A282.txt,P,O
3495,"['the', 'licensee', 'had', 'approved', 'procedure', 'of', 'operations', 'operator', 'logs', 'and', 'revision', 'for', 'conducting', 'sealed', 'valve', 'audits', 'without', 'including', 'the', 'fundamental', 'direction', 'to', 'ensure', 'that', 'the', 'sealed', 'valves', 'were', 'sealed', 'in', 'the', 'correct', 'position']",142,3279,3566,ML17179A282.txt,O,P
3964,"['the', 'inspection', 'did', 'identify', 'weaknesses', 'in', 'the', 'identification', 'of', 'trends', 'and', 'performance', 'deficiencies', 'pertaining', 'to', 'the', 'initiation', 'and', 'quality', 'of', 'operability', 'determinations', 'and', 'reportability']",9,1313,1523,ML11244A041.txt,O,P
3990,"['the', 'inspection', 'did', 'identify', 'weaknesses', 'in', 'the', 'plant', 'programs', 'for', 'trending', 'and', 'repetitious']",29,1292,1403,ML11244A041.txt,O,O
3991,"['adverse', 'trends', 'in', 'reject', 'rates', 'for', 'apparent', 'cause', 'evaluations', 'and', 'with', 'equipment', 'problems', 'associated', 'with', 'radiation', 'monitors', 'and', 'services', 'water', 'valves', 'were', 'not', 'identified', 'by', 'the', 'respective', 'trend']",29,1403,1607,ML11244A041.txt,O,P
3992,"['additional', 'deficiencies', 'were', 'identified', 'with', 'the', 'conduct', 'and', 'quality', 'of', 'operability', 'determinations', 'and', 'reportability']",29,1607,1736,ML11244A041.txt,O,O
4076,"['the', 'inspectors', 'found', 'number', 'of', 'examples', 'where', 'operability', 'determinations', 'did', 'not', 'address', 'the', 'degraded', 'or', 'condition', 'described', 'in', 'the', 'ar', 'when', 'concluding']",53,2045,2225,ML11244A041.txt,O,P
4096,"['the', 'source', 'of', 'the', 'water', 'was', 'not']",61,709,757,ML11244A041.txt,P,O
4122,"['this', 'occurrence', 'resulted', 'in', 'licensee', 'event', 'report', 'and', 'several']",67,711,786,ML11244A041.txt,O,O
4129,"['the', 'ar', 'discusses', 'afw', 'pump', 'instrumentation', 'on', 'the', 'main', 'control', 'room', 'board', 'still', 'labeled', 'afw', 'instead', 'of', 'its', 'new', 'system', 'description', 'as', 'the', 'steam', 'generator']",67,1346,1524,ML11244A041.txt,O,P
4160,"['the', 'inspectors', 'noted', 'that', 'even', 'though', 'the', 'initial', 'event', 'occurred', 'in', 'the', 'evaluation', 'limited', 'the', 'scope', 'of', 'revalidation', 'to', 'regulatory', 'information', 'all', 'from']",69,2484,2672,ML11244A041.txt,O,P
4197,"['during', 'the', 'the', 'inspectors', 'noted', 'that', 'most', 'of', 'the', 'especially', 'those', 'not', 'associated', 'with', 'were', 'not', 'aware', 'of', 'the', 'existing', 'steam', 'leak', 'on', 'the', 'secondary', 'side', 'of', 'the', 'unit', 'steam', 'generator', 'or', 'plant', 'basis', 'to', 'conclude', 'it', 'was', 'acceptable', 'to', 'continue', 'to', 'operate', 'the', 'unit', 'rather', 'that', 'shutdown', 'to', 'fix', 'the']",73,2413,2770,ML11244A041.txt,O,O
4643,"['this', 'finding', 'was', 'considered', 'more', 'than', 'minor', 'because', 'it', 'was', 'associated', 'with', 'the', 'equipment', 'performance', 'attribute', 'of', 'the', 'initiating', 'events', 'cornerstone', 'and', 'adversely', 'affected', 'the', 'cornerstone', 'objective', 'of', 'limiting', 'the', 'likelihood', 'of', 'events', 'that', 'upset', 'plant']",59,1652,1913,ML082060602.txt,O,O
4811,"['the', 'airlock', 'seal', 'failed', 'on', 'june', 'and', 'the', 'ball', 'valve', 'was', 'found', 'in', 'degraded', 'condition', 'with', 'significant', 'metal', 'wear', 'on', 'the', 'ball', 'and', 'stem']",133,1642,1795,ML082060602.txt,O,P
4932,"['as', 'stated', 'in', 'cr', 'recirc', 'fcv', 'dated', 'june', 'the', 'cold', 'solder', 'inspections', 'too', 'much', 'wire', 'was', 'and', 'black', 'electrical', 'tape', 'was', 'used', 'as']",191,758,978,ML082060602.txt,T,O
4938,"['the', 'inspectors', 'determined', 'that', 'the', 'failure', 'to', 'adhere', 'to', 'cap', 'procedures', 'associated', 'with', 'the', 'degraded', 'condition', 'of', 'the', 'lvt', 'was', 'performance', 'deficiency', 'warranting', 'significance', 'evaluation', 'in', 'accordance', 'with', 'imc', 'reactor', 'inspection', 'appendix', 'disposition', 'issued', 'on', 'september']",191,1771,2105,ML082060602.txt,P,P
4969,"['flow', 'was', 'lost', 'in', 'the', 'reactor', 'enclosure']",209,262,307,ML082060602.txt,T,O
4974,"['an', 'auxiliary', 'contact', 'failed', 'to', 'open', 'due', 'to', 'inadequate', 'installation', 'and', 'testing', 'of', 'the', 'relay', 'when', 'it', 'was', 'installed', 'during', 'the', 'april', 'refueling']",211,560,713,ML082060602.txt,O,P
5028,"['during', 'the', 'response', 'to', 'the', 'high', 'radiation', 'licensee', 'personnel', 'identified', 'that', 'the', 'hydrogen', 'water', 'chemistry', 'system', 'was', 'in', 'manual', 'control', 'when', 'it', 'should', 'have', 'been', 'in', 'automatic', 'to', 'adjust', 'hydrogen', 'injection', 'rate', 'with']",231,507,739,ML082060602.txt,P,P
5076,"['contrary', 'to', 'this', 'on', 'february', 'the', 'plant', 'remained', 'in', 'mode', 'at', 'when', 'ts', 'limiting', 'condition', 'for', 'operation', 'requirements', 'were', 'not']",237,1637,1810,ML082060602.txt,O,P
5077,"['on', 'february', 'the', 'licensee', 'discovered', 'that', 'minimum', 'flow', 'requirements', 'for', 'operability', 'were', 'not', 'met', 'for', 'the', 'ecc', 'subsystem', 'since', 'february', 'at', 'which', 'required', 'that', 'ecc', 'to', 'be', 'declared']",237,1810,2048,ML082060602.txt,T,O
5078,"['not', 'knowing', 'that', 'ts', 'lco', 'was', 'not', 'licensee', 'personnel', 'did', 'not', 'make', 'the', 'required', 'mode']",237,2048,2150,ML082060602.txt,T,O
5099,"['contrary', 'to', 'the', 'on', 'may', 'on', 'two', 'occasions', 'while', 'performing', 'fire', 'security', 'officer', 'entered', 'and', 'barricaded', 'hra', 'in', 'the', 'turbine', 'building', 'lube', 'oil', 'room', 'without', 'being', 'on', 'rwp', 'which', 'permitted', 'access', 'into', 'the']",241,2118,2371,ML082060602.txt,O,P
5102,"['the', 'officer', 'immediately', 'shut', 'the', 'door', 'and', 'proceeded', 'to', 'the', 'south', 'door', 'of', 'the', 'area', 'and', 'observed', 'similar', 'posted', 'hra']",241,2660,2785,ML082060602.txt,O,O
5197,"['by', 'failing', 'to', 'establish', 'preventive', 'maintenance', 'strategy', 'for', 'fire', 'safe', 'shutdown', 'exelon', 'did', 'not', 'ensure', 'that', 'the', 'local', 'control', 'circuits', 'for', 'several', 'breakers', 'would', 'be', 'isolated', 'from', 'the', 'effects', 'of', 'fire']",44,162,415,ML13182A476.txt,O,O
5274,"['the', 'inspectors', 'determined', 'that', 'the', 'haz', 'mat', 'vehicle', 'was', 'sport', 'utility', 'vehicle', 'capable', 'of', 'transporting', 'the', 'fire', 'but', 'that', 'it', 'had', 'been', 'replaced', 'several', 'years', 'ago', 'with', 'pickup', 'truck', 'that', 'is', 'often']",56,2187,2401,ML13182A476.txt,O,P
5343,"['as', 'exelon', 'failed', 'to', 'ensure', 'that', 'the', 'local', 'control', 'circuits', 'for', 'several', 'breakers', 'would', 'be', 'isolated', 'from', 'the', 'effects', 'of', 'fire']",78,732,876,ML13182A476.txt,O,O
5366,"['by', 'failing', 'to', 'establish', 'preventive', 'maintenance', 'strategy', 'for', 'fire', 'safe', 'shutdown', 'exelon', 'did', 'not', 'ensure', 'that', 'the', 'local', 'control', 'circuits', 'for', 'several', 'breakers', 'would', 'be', 'isolated', 'from', 'the', 'effects', 'of', 'fire']",80,2462,2715,ML13182A476.txt,O,O
5818,"['the', 'inspectors', 'identified', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'for', 'failure', 'to', 'assure', 'that', 'the', 'design', 'basis', 'for', 'the', 'dry', 'cooling', 'tower', 'sump', 'pumps', 'was', 'properly']",39,6,194,ML071350662.txt,D,P
6049,"['the', 'inspectors', 'identified', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'for', 'the', 'failure', 'to', 'ensure', 'that', 'the', 'design', 'basis', 'for', 'the', 'dry', 'cooling', 'tower', 'sump', 'pumps', 'was', 'properly']",161,188,380,ML071350662.txt,D,P
6206,"['an', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'was', 'identified', 'for', 'failure', 'to', 'effectively', 'and', 'control', 'contaminated', 'tools', 'and']",72,945,1124,ML092050743.txt,P,O
6212,"['procedure', 'rpm', 'control', 'of', 'material', 'and', 'was', 'not', 'properly', 'implemented', 'to', 'assure', 'compliance', 'with', 'cfr']",72,1932,2094,ML092050743.txt,O,O
6321,"['the', 'inspectors', 'reviewed', 'the', 'adequacy', 'of', 'the', 'following', 'evaluations', 'of', 'degraded', 'or', 'unit', 'od', 'identified', 'error', 'in', 'containment', 'pressure', 'edg', 'room', 'floor', 'drain', 'backflow', 'preventers', 'exhibit', 'consistent', 'ground', 'alarm', 'was', 'received', 'indicating', 'hard', 'ground', 'on', 'the', 'battery', 'water', 'intrusion', 'identified', 'at', 'vertical', 'crack', 'in', 'ctmt', 'outer', 'concrete']",120,630,1102,ML092050743.txt,T,P
6322,[],120,1102,1110,ML092050743.txt,T,O
6395,"['procedure', 'rpm', 'control', 'of', 'material', 'and', 'was', 'not', 'properly', 'implemented', 'to', 'ensure', 'compliance', 'with', 'cfr', 'part', 'subpart', 'and']",164,1269,1459,ML092050743.txt,O,O
6401,"['contrary', 'to', 'this', 'dominion', 'did', 'not', 'perform', 'survey', 'of', 'hose', 'fitting', 'that', 'was', 'later', 'determined', 'to', 'have', 'radiation', 'level', 'as', 'high', 'as', 'mrem', 'per', 'and', 'consequently', 'failed', 'to', 'establish', 'appropriate', 'radiological', 'labeling', 'and', 'controls', 'for', 'the', 'indeterminate', 'time', 'that', 'the', 'article', 'was', 'available', 'for', 'use', 'without', 'any', 'identification', 'of', 'the', 'associated', 'radiological']",164,2300,2694,ML092050743.txt,O,P
6469,"['samples', 'of', 'twelve', 'month', 'old', 'crs', 'revealed', 'that', 'only', 'five', 'did', 'not', 'have', 'all', 'corrective', 'actions']",188,347,460,ML092050743.txt,T,O
6496,"['this', 'potential', 'condition', 'existed', 'within', 'the', 'original', 'plant']",190,710,776,ML092050743.txt,D,O
6548,"['contrary', 'to', 'in', 'april', 'dominion', 'removed', 'relief', 'valves', 'and', 'from', 'the', 'charging', 'system', 'alternate', 'minimum', 'recirculation', 'flow']",212,2722,2872,ML092050743.txt,O,P
6557,"['the', 'pressurizer', 'safety', 'relief', 'valves', 'are', 'not', 'qualified', 'for', 'water', 'relief', 'and', 'may', 'fail', 'to']",214,1513,1606,ML092050743.txt,T,O
6642,"['rcs', 'radiochemistry', 'indicates', 'probable', 'fuel', 'failure', 'in', 'cycle', 'caps']",240,1666,1764,ML092050743.txt,D,O
