,text,line,start_pos,end_pos,file,Y,Predicted_Values
424,"['the', 'train', 'class', 'air', 'conditioning', 'unit', 'had', 'to', 'be', 'removed', 'from', 'service', 'due', 'to', 'internal', 'debris', 'on', 'june', 'september', 'and', 'october', 'before', 'the', 'cause', 'was', 'identified', 'and']",191,3234,3438,ML14041A484.txt,P,O
652,"['the', 'team', 'identified', 'violation', 'of', 'cfr', 'part', 'appendix', 'criterion', 'and', 'for', 'failure', 'to', 'follow', 'procedures', 'related', 'to', 'review', 'of', 'indications', 'that', 'could', 'affect', 'the', 'structural', 'integrity', 'of', 'the', 'unit', 'reactor']",40,1107,1375,ML14087A338.txt,P,P
655,"['the', 'team', 'determined', 'that', 'the', 'failure', 'to', 'assess', 'previous', 'indications', 'of', 'concrete', 'as', 'specified', 'in', 'plant', 'was', 'performance']",40,1916,2072,ML14087A338.txt,T,T
657,"['failure', 'to', 'track', 'the', 'growth', 'of', 'existing', 'cracks', 'on', 'the', 'reactor', 'building', 'could', 'allow', 'degradation', 'to', 'continue', 'to', 'the', 'point', 'of', 'affecting', 'the', 'structural']",40,2232,2404,ML14087A338.txt,T,P
821,"['the', 'team', 'determined', 'that', 'the', 'program', 'document', 'did', 'not', 'describe', 'scheduling', 'basis', 'of', 'line', 'basis', 'for', 'inspection', 'and', 'plans', 'for']",84,2258,2427,ML14087A338.txt,P,P
958,"['licensee', 'initiated', 'commitment', 'to', 'track', 'the', 'required', 'flaw', 'evaluations', 'for', 'the', 'reactor', 'coolant', 'pump', 'consequently', 'the', 'team', 'considered', 'commitment']",106,0,169,ML14087A338.txt,D,O
1221,"['this', 'misunderstanding', 'was', 'called', 'to', 'the', 'attention', 'of', 'site', 'and', 'may', 'require', 'additional', 'clarification', 'for', 'staff', 'on', 'roles', 'and', 'responsibilities', 'for', 'executing', 'the', 'program']",142,1842,2031,ML14087A338.txt,O,O
1228,"['or', 'structures', 'as', 'whole', 'for', 'other', 'than', 'the', 'planned']",142,2889,2960,ML14087A338.txt,P,O
1392,"['the', 'team', 'concluded', 'that', 'the', 'licensee', 'had', 'not', 'met', 'commitment', 'prior', 'to', 'the', 'period', 'of', 'extended']",170,1550,1669,ML14087A338.txt,P,O
1763,"['green', 'nrc', 'identified', 'ncv', 'of', 'unit', 'operating', 'license', 'condition', 'and', 'unit', 'operating', 'license', 'condition', 'for', 'failure', 'to', 'implement', 'and', 'maintain', 'in', 'effect', 'all', 'provisions', 'of', 'the', 'approved', 'fire', 'protection', 'program', 'as', 'described', 'in', 'the', 'fsar', 'for', 'the']",99,2497,2784,ML12027A131.txt,O,O
1934,"['operators', 'quickly', 'determined', 'that', 'step', 'had', 'not', 'been']",162,1162,1232,ML12027A131.txt,H,P
1941,"['procedural', 'place', 'keeping', 'techniques', 'were', 'less', 'than']",162,2329,2403,ML12027A131.txt,P,P
2470,"['the', 'inspection', 'identified', 'that', 'extensive', 'changes', 'made', 'to', 'plant', 'systems', 'and', 'structures', 'for', 'the', 'power', 'uprate', 'modifications', 'should', 'be', 'considered', 'for', 'their', 'effect', 'on', 'previous', 'issues', 'and', 'corrective', 'actions', 'identified', 'in', 'the', 'corrective', 'action']",9,1523,1782,ML11244A041.txt,D,P
4356,"['severity', 'level', 'iv', 'violation', 'of', 'cfr', 'and', 'cfr', 'was', 'identified', 'for', 'failure', 'to', 'submit', 'relief', 'in', 'timely', 'for', 'incomplete', 'inspections', 'during', 'isi', 'interval', 'for', 'unit', 'and', 'for', 'failing', 'to', 'provide', 'sufficient', 'information', 'to', 'demonstrate', 'impracticality', 'of']",87,465,787,ML072260460.txt,O,O
4363,"['pseg', 'did', 'not', 'respond', 'to', 'the', 'requests', 'for', 'additional', 'information', 'and', 'eventually', 'retracted', 'the', 'relief', 'requests', 'on', 'march']",87,1416,1543,ML072260460.txt,O,O
4386,"['contrary', 'to', 'the', 'pseg', 'determined', 'that', 'conformance', 'with', 'the', 'code', 'requirement', 'for', 'inspection', 'of', 'class', 'welds', 'and', 'class', 'welds', 'at', 'salem', 'unit', 'during', 'isi', 'interval', 'november', 'was', 'but', 'did', 'not', 'submit', 'the', 'basis', 'for', 'this', 'relief', 'request', 'within', 'months', 'after', 'the', 'end', 'of', 'isi', 'interval']",91,2071,2408,ML072260460.txt,O,O
4784,"['pseg', 'did', 'not', 'locate', 'the', 'vendor', 'documents', 'for', 'the', 'dmv', 'sight', 'glass', 'onsite', 'following', 'the', 'and', 'pseg', 'had', 'not', 'incorporated', 'this', 'guidance', 'into', 'the', 'plant', 'maintenance']",153,629,803,ML072260460.txt,O,O
5379,"['failure', 'to', 'ensure', 'operators', 'required', 'for', 'safe', 'shutdown', 'were', 'violations', 'violations', 'of', 'very', 'low', 'safety', 'significance', 'or', 'severity', 'level', 'iv', 'that', 'were', 'identified', 'by', 'the', 'licensee', 'have', 'been', 'reviewed', 'by', 'the']",25,2909,3173,ML11300A116.txt,O,O
5448,"['the', 'inspectors', 'determined', 'that', 'the', 'finding', 'was', 'more', 'than', 'minor', 'because', 'the', 'finding', 'was', 'associated', 'with', 'the', 'initiating', 'events', 'cornerstone', 'attribute', 'of', 'protection', 'against', 'external', 'factors', 'and', 'affected', 'the', 'cornerstone', 'objective', 'of', 'limiting', 'the', 'likelihood', 'of', 'those', 'events', 'that', 'upset', 'plant', 'stability', 'and', 'challenge', 'critical', 'safety', 'functions', 'during', 'plant']",39,2913,3279,ML11300A116.txt,O,O
